,N,x,xmobile,logQ,dlogQ_2.50,mu_2.50,ddxdmu_2.50,dxdmu_2.50,dxmobile,dxmobdmu_2.50,V_2.50,x_2.50,xmobile_2.50,S_2.50,dS_2.50,dx,dSmob_2.50,dSmobvib_2.50,dH_2.50,dG_2.50,min_amp_2.50,max_amp_2.50,total_amp_2.50
17,17,0.085,0.085,51.736024037839666113,1.855608776480528915,-4.146851853867860222,-0.09232306621837956841,2.144961110032535847,0.9999999999999982,2.1449611100325320368,4.146851853867860222,0.085,0.085,2.321400371868362953,19.512155214762267497,0.9999999999999982,19.512155214762232837,19.512155214762232837,-394.3933169000959217,-400.1103783780212661,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
18,18,0.09,0.09,53.54551819994990022,1.7649106364202805652,-4.144561836673476632,-0.0892464533356970742,2.2189048325820062606,1.0,2.2189048325820062606,4.144561836673476632,0.09,0.09,2.4176534900725745228,19.001767316434466412,1.0,19.001767316434466412,19.001767316434466412,-394.321907484742516,-399.88942530845781465,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
19,19,0.095,0.095,55.265845310680227244,1.6771158698091347666,-4.142345126110472087,-0.08649026853309409353,2.2896146578803837216,1.0000000000000018,2.2896146578803877889,4.142345126110472087,0.095,0.095,2.5114180450327074942,18.5154075365156785,1.0000000000000018,18.51540753651571139,18.51540753651571139,-394.25053084537056589,-399.6755452535696597,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
20,20,0.1,0.1,56.899749939568169753,1.5919300993540923782,-4.1401942895119566565,-0.08400739409140034215,2.357285197799685073,1.0,2.357285197799685073,4.1401942895119566565,0.1,0.1,2.6028075654377314657,18.05062420161020488,1.0,18.05062420161020488,18.05062420161020488,-394.1791881789515897,-399.46802107002337973,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
21,21,0.105,0.105,58.449705509388412,1.5091010816263340823,-4.1381029580396191813,-0.08175954202974521773,2.4220951057350223947,1.0,2.4220951057350223947,4.1381029580396191813,0.105,0.105,2.6919242870488094826,17.605315836263970147,1.0,17.605315836263970147,17.605315836263970147,-394.1078807183139529,-399.26623825833929615,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
22,22,0.11,0.11,59.917952102820837917,1.4284110152946019427,-4.136065632476020264,-0.07971527654868773398,2.484208738539999374,1.0,2.484208738539999374,4.136065632476020264,0.11,0.11,2.7788607238003710498,17.177667211667471237,1.0,17.177667211667471237,17.177667211667471237,-394.0366097316777926,-399.0696662246963617,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
23,23,0.115,0.115,61.306527539977615886,1.3496705285289586143,-4.134077531413885176,-0.07784854574031922596,2.5437775967961288055,1.0,2.5437775967961288055,4.134077531413885176,0.115,0.115,2.8637009591654843414,16.766099356713586532,1.0,16.766099356713586532,16.766099356713586532,-393.9653765219085864,-398.87784363342566724,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
24,24,0.12,0.12,62.617293159878755146,1.2727139238139634908,-4.132134471193447867,-0.076137575717125580144,2.6009415815013941548,1.0000000000000018,2.600941581501398775,4.132134471193447867,0.12,0.12,2.946521717367506863,16.369230024844945465,1.0000000000000018,16.369230024844974542,16.369230024844974542,-393.89418242544563425,-398.69036682272520328,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
25,25,0.125,0.125,63.851955387605542867,1.197395377094707454,-4.130232769935533364,-0.07456402683133660225,2.6558300968015592638,1.0,2.6558300968015592638,4.130232769935533364,0.125,0.125,3.027393259413933683,15.985842096941757506,1.0,15.985842096941757506,15.985842096941757506,-393.82302881085600715,-398.5068805452599421,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
26,26,0.13,0.13,65.012083914068170054,1.1235858701512902863,-4.1283691700877622687,-0.073112342215716163984,2.7085630222747060344,1.0,2.7085630222747060344,4.1283691700877622687,0.13,0.13,3.1063801383369245743,15.614858082074388801,1.0,15.614858082074388801,15.614858082074388801,-393.7519170769588593,-398.3270704950066552,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
27,27,0.135,0.135,66.09912712790812344,1.0511706926632751261,-4.1265407753547309585,-0.071769239340786192966,2.7592515737427271783,1.0,2.7592515737427271783,4.1265407753547309585,0.135,0.135,3.183541840234677704,15.255319356596699687,1.0,15.255319356596699687,15.255319356596699687,-393.68084865045856988,-398.15065722194140288,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
28,28,0.14,0.14,67.114425299394720306,0.98004739146971790037,-4.1247449989193335357,-0.070523309229232991266,2.8079990681335829656,1.0000000000000018,2.8079990681335879536,4.1247449989193335357,0.14,0.14,3.2589333319028917012,14.90636912334166031,1.0000000000000018,14.906369123341686789,14.906369123341686789,-393.60982498301747917,-397.97739113615658565,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
29,29,0.145,0.145,68.05922191084755924,0.9101240742048091435,-4.122979520611634912,-0.069364697624939481574,2.8549016052537794766,0.9999999999999982,2.8549016052537744053,4.122979520611634912,0.145,0.145,3.3326055314680936255,14.5672383194322914435,0.9999999999999982,14.567238319432265567,14.567238319432265567,-393.53884754769177745,-397.80704837528543885,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
30,30,0.15,0.15,68.93467344780433859,0.8413179962198389372,-4.1212422512303773436,-0.06828484920024424469,2.9000486772206920114,1.0,2.9000486772206920114,4.1212422512303773436,0.15,0.15,3.4046057150972147414,14.2372338819319293746,1.0,14.2372338819319293746,14.2372338819319293746,-393.46791783464468553,-397.63942736205074083,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
31,31,0.155,0.155,69.741857903287237115,0.77355437580432065414,-4.1195313026287617214,-0.06727630071863622413,2.9435237146225339785,1.0000000000000018,2.9435237146225392071,4.1195313026287617214,0.155,0.155,3.4749778702874130408,13.915728914465588267,1.0000000000000018,13.915728914465612986,13.915728914465612986,-393.3970373460430686,-397.47434591798148595,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
32,32,0.16,0.16,70.4817821994129799,0.70676539478256648896,-4.1178449624807324774,-0.06633251255642689387,2.9854045771133068928,1.0,2.9854045771133068928,4.1178449624807324774,0.16,0.16,3.543763004241870743,13.602154398285239617,1.0,13.602154398285239617,13.602154398285239617,-393.32620759003192773,-397.31163882872950294,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
33,33,0.165,0.165,71.15538869285237009,0.6408893506914668664,-4.116181672874502634,-0.065447730531172018664,3.0257639950259784623,0.9999999999999982,3.0257639950259730874,4.116181672874502634,0.165,0.165,3.6109994142702655528,13.295992167190819416,0.9999999999999982,13.295992167190795798,13.295992167190795798,-393.25543007367169954,-397.15115577865860963,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
34,34,0.17,0.17,71.763560900795913634,0.57586993372022245163,-4.114540012056165692,-0.06461687186110854318,3.0646699676678751502,1.0000000000000036,3.0646699676678860382,4.114540012056165692,0.17,0.17,3.6767229259137790504,12.9967689237536306035,1.0000000000000036,12.9967689237536767775,12.9967689237536767775,-393.18470629471112898,-396.99275958937094275,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
35,35,0.175,0.175,72.307128560292814996,0.51165560696924978004,-4.1129186787819903793,-0.063835430478153567385,3.1021861231930510866,1.0,3.1021861231930510866,4.1129186787819903793,0.175,0.175,3.7409671035078011607,12.704051119032729905,1.0,12.704051119032729905,12.704051119032729905,-393.11403773205633,-396.83632470993291985,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
36,36,0.18,0.18,72.786872114734413194,0.44819907276391531686,-4.111316478843494657,-0.063099397968865185773,3.1383720442958169142,1.0,3.1383720442958169142,4.111316478843494657,0.18,0.18,3.8037634371041065629,12.417440552762132822,1.0,12.417440552762132822,12.417440552762132822,-393.0434258347832245,-396.68173591674252942,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
37,37,0.185,0.185,73.20352670582064563,0.3854568110315194085,-4.1097323134120287104,-0.062405197215790865137,3.173283563428493706,1.0000000000000036,3.1732835634285049798,4.1097323134120287104,0.185,0.185,3.8651415090354225947,12.136570578239936985,1.0000000000000036,12.136570578239980102,12.136570578239980102,-392.97287200952824823,-396.52888718895254977,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
38,38,0.19,0.19,73.55778573679745201,0.3233886783323335866,-4.1081651689147986677,-0.061749626422323893038,3.2069730307840474271,1.0000000000000036,3.2069730307840588206,4.1081651689147986677,0.19,0.19,3.9251291428865060363,11.861102817675711202,1.0000000000000036,11.861102817675753341,11.861102817675753341,-392.90237760607635167,-396.37768073165533506,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
39,39,0.195,0.195,73.8503040624853128,0.26195755818687162242,-4.1066141082060575273,-0.061129811675205694352,3.2394895578862652522,1.0,3.2394895578862652522,4.1066141082060575273,0.195,0.195,3.9837525372121798078,11.590724310851913098,1.0,11.590724310851913098,11.590724310851913098,-392.83194390095262932,-396.22802612403223987,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
40,40,0.2,0.2,74.081700853171195256,0.20112905498192219789,-4.105078262838606559,-0.0605431665646055453,3.270879239295582826,1.0,3.270879239295582826,4.105078262838606559,0.2,0.2,4.041036385995025266,11.325145033645495546,1.0,11.325145033645495546,11.325145033645495546,-392.76157207880873473,-396.07983957366686492,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
41,41,0.205,0.205,74.2525621724491572,0.14087122505766053182,-4.1035568262740735137,-0.0599873576678116166,3.3011853546541952537,0.9999999999999964,3.3011853546541835255,4.1035568262740735137,0.205,0.205,4.097003987548634051,11.064095733975627761,0.9999999999999964,11.064095733975588453,11.064095733975588453,-392.69126321138163638,-395.93304326143649532,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
42,42,0.21,0.21,74.36344330328651632,0.08115433964629896468,-4.10204904789740326,-0.059460274927941810658,3.3304485530443450364,1.0,3.3304485530443450364,4.10204904789740326,0.21,0.21,4.151677343334781834,10.807326041673261857,1.0,10.807326041673261857,10.807326041673261857,-392.6210182337879757,-395.7875647639982414,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
43,43,0.215,0.215,74.41487085174175513,0.021950675201776910506,-4.1005542277229386963,-0.05896000613768311721,3.3587070214162715338,1.0,3.3587070214162715338,4.1005542277229386963,0.215,0.215,4.2050772479653667616,10.554602816029947959,1.0,10.554602816029947959,10.554602816029947959,-392.55083791790672298,-395.64333654300349774,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
44,44,0.22,0.22,74.40734465369007014,-0.03676567262906726974,-4.0990717116974201835,-0.058484814880156502787,3.3859966386688994289,1.0,3.3859966386688994289,4.0990717116974201835,0.22,0.22,4.2572233714950814035,10.305708700736953581,1.0,10.305708700736953581,10.305708700736953581,-392.48072284259035555,-395.50029549190628295,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
45,45,0.225,0.225,74.34133950648362059,-0.09501895455853609507,-4.0976008875199988633,-0.058033121393010301398,3.4123511168095475984,1.0,3.4123511168095475984,4.0976008875199988633,0.225,0.225,4.308134334972736385,10.060440860809629543,1.0,10.060440860809629543,10.060440860809629543,-392.4106733604386155,-395.35838253265583694,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
46,46,0.23,0.23,74.21730674457299795,-0.15283191541508787253,-4.0961411809115526026,-0.057603485913751603306,3.4378021304802225428,1.0,3.4378021304802225428,4.0961411809115526026,0.23,0.23,4.3578277801031777847,9.81860988012619515,1.0,9.81860988012619515,9.81860988012619515,-392.34068956086335514,-395.21754225574033031,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
47,47,0.235,0.235,74.035675675653444844,-0.21022592638603930168,-4.09469205227571937,-0.057194594138533026706,3.4623794360307697565,0.9999999999999964,3.4623794360307574556,4.09469205227571937,0.235,0.235,4.406320433773997613,9.5800388015419964405,0.9999999999999964,9.580038801541962405,9.580038801541962405,-392.27077122917375612,-395.07772259802556108,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
48,48,0.24,0.24,73.79685489180091935,-0.26722110369215392595,-4.0932529937025089054,-0.056805244487023514796,3.4861109812249856297,1.0,3.4861109812249856297,4.0932529937025089054,0.24,0.24,4.4536281681185981066,9.344562294303740885,1.0,9.344562294303740885,9.344562294303740885,-392.20091780141643523,-394.9388745536474313,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
49,49,0.245,0.245,73.50123346826913699,-0.32383641536008633127,-4.091823526272428994,-0.05643433691538078667,3.5090230065839794838,1.0,3.5090230065839794838,4.091823526272428994,0.245,0.245,4.4997660567170351016,9.112025935767609469,1.0,9.112025935767609469,9.112025935767609469,-392.1311283147197657,-394.80095191389967527,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
50,50,0.25,0.25,73.149182061080746685,-0.38008977752291549929,-4.090403197625014685,-0.056080863059772632917,3.5311401393077208404,1.0,3.5311401393077208404,4.090403197625014685,0.25,0.25,4.544748427476274279,8.882285596315997123,1.0,8.882285596315997123,8.882285596315997123,-392.06140135291200663,-394.6639110326325938,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
51,51,0.255,0.255,72.74105391322330599,-0.4359981414796315971,-4.0889915797606826496,-0.055743897526115328972,3.552485480668236799,1.0,3.552485480668236799,4.0889915797606826496,0.255,0.255,4.5885889126801951486,8.655206917903155522,1.0,8.655206917903155522,8.655206917903155522,-391.99173498721861694,-394.5277106141642415,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
52,52,0.26,0.26,72.27718577812148349,-0.49157757257514615723,-4.087588267049107318,-0.05542259016932575902,3.57308068771899962,1.0,3.57308068771899962,4.087588267049107318,0.26,0.26,4.631300496655305908,8.430664877911946659,1.0,8.430664877911946659,8.430664877911946659,-391.92212671188973705,-394.39231152111793743,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
53,53,0.265,0.265,71.75789876807301368,-0.54684332181828311514,-4.086192874420954134,-0.055116159228056066724,3.592946050140932471,1.0,3.592946050140932471,4.086192874420954134,0.265,0.265,4.672895561459314687,8.20854343098599154,1.0,8.20854343098599154,8.20854343098599154,-391.85257337467215172,-394.25767659995104725,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
54,54,0.27,0.27,71.18349913448491726,-0.6018098910312582907,-4.084805035722934816,-0.054823885199750397798,3.6121005630276698973,1.0,3.6121005630276698973,4.084805035722934816,0.27,0.27,4.7133859309651658935,7.988735222253779078,1.0,7.988735222253779078,7.988735222253779078,-391.78307110212158643,-394.1237705222419437,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
55,55,0.275,0.275,70.5542789860104971,-0.65649109221778391074,-4.0834244022188352706,-0.054545105356756129825,3.6305619963910144405,1.0,3.6305619963910144405,4.0834244022188352706,0.275,0.275,4.752782913681852546,7.7711413658940315663,1.0,7.7711413658940315663,7.7711413658940315663,-391.71361521985423612,-393.99055964006118738,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
56,56,0.28,0.28,69.87051695004934944,-0.71090010174477055033,-4.0820506412214938355,-0.054279208817316584867,3.6483469621651124883,1.0000000000000036,3.64834696216512545,4.0820506412214938355,0.28,0.28,4.7910973446241062754,7.5556712833219148717,1.0000000000000036,7.555671283321941715,7.555671283321941715,-391.64420016796417173,-393.8580118539774928,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
57,57,0.285,0.285,69.132478782520956,-0.7650495098524170805,-4.0806834348427320127,-0.05402563209632427893,3.6654709794844954629,0.9999999999999964,3.6654709794844824405,4.0806834348427320127,0.285,0.285,4.828339626515070847,7.342242595410398337,0.9999999999999964,7.342242595410372252,7.342242595410372252,-391.57481941198913342,-393.72609649244438013,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
58,58,0.29,0.29,68.34041793034451528,-0.8189513659374191082,-4.079322478850008799,-0.053783855069971117646,3.6819485390132911861,1.0,3.6819485390132911861,4.079322478850008799,0.29,0.29,4.8645197705782104226,7.130781063109752488,1.0,7.130781063109752488,7.130781063109752488,-391.5054653499929312,-393.59478420148408867,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
59,59,0.295,0.295,67.49457605064611778,-0.87261721999235931577,-4.0779674816201267194,-0.053553397296310071077,3.6977931671017880428,1.0,3.6977931671017880428,4.0779674816201267194,0.295,0.295,4.8996474371461684327,6.9212205705832246516,1.0,6.9212205705832246516,6.9212205705832246516,-391.43612921655467088,-393.46404684373555571,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
60,60,0.3,0.3,66.595183490359796646,-0.92605816053003925034,-4.0766181631816887994,-0.05333381464036975224,3.7130174905488413063,1.0,3.7130174905488413063,4.0766181631816887994,0.3,0.3,4.933731976284042728,6.7135031445600143185,1.0,6.7135031445600143185,6.7135031445600143185,-391.36680098470947556,-393.33385740606555975,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
61,61,0.305,0.305,65.64245972958603928,-0.97928484927309882024,-4.0752742543392280654,-0.05312469615819263684,3.7276333027430144595,1.0,3.7276333027430144595,4.0752742543392280654,0.305,0.305,4.966782468591768633,6.5075790029992965913,1.0,6.5075790029992965913,6.5075790029992965913,-391.29746926718127042,-393.20418991506006431,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
62,62,0.31,0.31,64.636613791813599006,-1.032307552846424524,-4.0739354958730129687,-0.052925661199129178137,3.7416516319429763244,1.0000000000000036,3.7416516319429896174,4.0739354958730129687,0.31,0.31,4.9988077663140357497,6.3034066253805622615,1.0000000000000036,6.303406625380584656,6.303406625380584656,-391.2281212185806738,-393.07501935981717855,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
63,63,0.315,0.315,63.577844623893190232,-1.0851361716713571765,-4.0726016378095039527,-0.052736356690018510937,3.7550828124397920087,1.0000000000000036,3.7550828124398053494,4.0726016378095039527,0.315,0.315,5.0298165348455743094,6.100952835990046008,1.0000000000000036,6.100952835990067683,6.100952835990067683,-391.15874244061183335,-392.94632162155691682,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
64,64,0.32,0.32,62.466341448470884653,-1.1377802662264615459,-4.071272438758301111,-0.05255645456892618552,3.7679365592987871033,0.9999999999999964,3.7679365592987737168,4.071272438758301111,0.32,0.32,5.059817294673936262,5.9001928904716662017,0.9999999999999964,5.90019289047164524,5.90019289047164524,-391.08931689273817506,-392.81807340964637326,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
65,65,0.325,0.325,61.30228409144026714,-1.1902490808092095476,-4.0699476653121907286,-0.052385649339714078325,3.7802220473242223642,0.9999999999999964,3.7802220473242089342,4.0699476653121907286,0.325,0.325,5.088818463750291022,5.701110554674868436,0.9999999999999964,5.7011105546748481816,5.7011105546748481816,-391.01982681119327656,-392.69025220371301302,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
66,66,0.33,0.33,60.085843286852465558,-1.2425515649058897025,-4.0686270915075811805,-0.05222365572215573095,3.791947994812040151,1.0,3.791947994812040151,4.0686270915075811805,0.33,0.33,5.116828400220684995,5.5036981634916249673,1.0,5.5036981634916249673,5.5036981634916249673,-390.95025263968160487,-392.56283620158465097,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
67,67,0.335,0.335,58.817180961628487735,-1.2946963922535210095,-4.067310498343212906,-0.052070206375867431753,3.803122752537463919,1.0,3.803122752537463919,4.067310498343212906,0.335,0.335,5.1438554453852073185,5.307956645969536341,1.0,5.307956645969536341,5.307956645969536341,-390.8805729755829492,-392.43580427285202333,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
68,68,0.34,0.34,57.49645050234542354,-1.346691977657624566,-4.0659976733555302252,-0.05192504967984892545,3.8137543982790641378,1.000000000000007,3.8137543982790912361,4.0659976733555302252,0.34,0.34,5.1699079666803804036,5.113895501568015589,1.000000000000007,5.1138955015680519255,5.1138955015680519255,-390.81076453593896827,-392.30913591789839684,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
69,69,0.345,0.345,56.123797006313238603,-1.3985464916132188604,-4.0646884102495190786,-0.05178794755307014521,3.8238508370012237198,0.9999999999999929,3.8238508370011965497,4.0646884102495190786,0.345,0.345,5.1949944004008866976,4.921532711060170706,0.9999999999999929,4.9215327110601357367,4.9215327110601357367,-390.74080214794019478,-392.1828112322808248,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
70,70,0.35,0.35,54.699357519118985818,-1.4502678727637648565,-4.0633825085841338877,-0.051658673305614855042,3.833419906582437407,1.0,3.833419906582437407,4.0633825085841338877,0.35,0.35,5.219123293790982426,4.7308945643617750787,1.0,4.7308945643617750787,4.7308945643617750787,-390.6706587690204538,-392.0568108763784539,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
71,71,0.355,0.355,53.22326126078570889,-1.5018638382244485704,-4.0620797735116472866,-0.051537009514199331496,3.842469488704466886,1.0,3.842469488704466886,4.0620797735116472866,0.355,0.355,5.2423033460445044884,4.5420153865755446,1.0,4.5420153865755446,4.5420153865755446,-390.60030554197696168,-391.93111605024359625,-4.5420153865755742775,4.7308945643617750787,9.272909950937349356
