,N,x,xmobile,logQ,dlogQ_0.00,mu_0.00,ddxdmu_0.00,dxdmu_0.00,dxmobile,dxmobdmu_0.00,V_0.00,x_0.00,xmobile_0.00,S_0.00,dS_0.00,dx,dSmob_0.00,dSmobvib_0.00,dH_0.00,dG_0.00,min_amp_0.00,max_amp_0.00,total_amp_0.00
14,14,0.07,0.07,46.373997380432500505,2.236764036915556638,-4.156475558384250045,-0.098034796685712393555,2.0199907919658447568,0.9999999999999991,2.0199907919658429626,4.156475558384250045,0.07,0.07,2.0156620747579885658,21.193329101528693509,0.9999999999999991,21.193329101528674685,21.193329101528674685,-394.82927927777391053,-401.03892470452181773,-8.12452307116638639,8.124523071165858534,16.249046142332244924
15,15,0.075,0.075,48.56182658941128067,2.141111750874611773,-4.1540604550583124324,-0.09356997423223233773,2.1163774835065302048,1.0,2.1163774835065302048,4.1540604550583124324,0.075,0.075,2.1200693566759565695,20.587779907188911876,1.0,20.587779907188911876,20.587779907188911876,-394.77368314520526407,-400.80590265801161526,-8.12452307116638639,8.124523071165858534,16.249046142332244924
16,16,0.08,0.08,50.65622088218172405,2.0496240884510919626,-4.151750503389131002,-0.08965226796667084136,2.2088608697663089234,1.0,2.2088608697663089234,4.151750503389131002,0.08,0.08,2.2215398738298775551,20.016357939446184827,1.0,20.016357939446184827,20.016357939446184827,-394.71823332776889953,-400.5830262040266317,-8.12452307116638639,8.124523071165858534,16.249046142332244924
17,17,0.085,0.085,52.661074766313464596,1.9618072149412700902,-4.1495332346539517128,-0.08618701905344720686,2.2976706790912291623,0.9999999999999982,2.2976706790912250807,4.1495332346539517128,0.085,0.085,2.3202329360704185884,19.474916560914939903,0.9999999999999982,19.47491656091490531,19.47491656091490531,-394.6629417413627384,-400.36909229371081578,-8.12452307116638639,8.124523071165858534,16.249046142332244924
18,18,0.09,0.09,54.57983531206426423,1.8772500503441975489,-4.1473982695851312123,-0.083100223391815835824,2.3830187033755407078,1.0,2.3830187033755407078,4.1473982695851312123,0.09,0.09,2.4162890394390268852,18.95999319283788688,1.0,18.95999319283788688,18.95999319283788688,-394.60782147447692245,-400.1630994799784233,-8.12452307116638639,8.124523071165858534,16.249046142332244924
19,19,0.095,0.095,56.415574867001859694,1.7956067681576384186,-4.1453368764861223865,-0.08033317711770746744,2.4651008923401842754,1.0000000000000018,2.4651008923401886543,4.1453368764861223865,0.095,0.095,2.5098328679987973345,18.468663345541039805,1.0000000000000018,18.468663345541072612,18.468663345541072612,-394.5528869219445994,-399.96420528218812407,-8.12452307116638639,8.124523071165858534,16.249046142332244924
20,20,0.1,0.1,58.17104884837954107,1.716583696108782614,-4.1433416404909334733,-0.07783870736273265124,2.5440991160677287873,1.0,2.5440991160677287873,4.1433416404909334733,0.1,0.1,2.6009756728944374408,17.998431190279357977,1.0,17.998431190279357977,17.998431190279357977,-394.49815393578021663,-399.7716942745320685,-8.12452307116638639,8.124523071165858534,16.249046142332244924
21,21,0.105,0.105,59.84874225921942492,1.6399293534321731161,-4.141406212017571162,-0.0755784657417047645,2.6201826757659179257,1.0,2.6201826757659179257,4.141406212017571162,0.105,0.105,2.6898171799015908542,17.547146143381201405,1.0,17.547146143381201405,17.547146143381201405,-394.44363999547210892,-399.58495381548280093,-8.12452307116638639,8.124523071165858534,16.249046142332244924
22,22,0.11,0.11,61.4509075552438873,1.565426764625373085,-4.1395251126997645416,-0.07352095023035206539,2.693509618373092933,1.0,2.693509618373092933,4.1395251126997645416,0.11,0.11,2.7764471343282493374,17.112938302433049809,1.0,17.112938302433049809,17.112938302433049809,-394.3893644004383072,-399.40345532305119078,-8.12452307116638639,8.124523071165858534,16.249046142332244924
23,23,0.115,0.115,62.97959578847017109,1.4928874529714689853,-4.1376935837307488183,-0.071640036244239091445,2.7642278951709382299,1.0,2.7642278951709382299,4.1376935837307488183,0.115,0.115,2.8609465629259214982,16.694167762594931098,1.0,16.694167762594931098,16.694167762594931098,-394.3353484877457212,-399.226739642186036,-8.12452307116638639,8.124523071165858534,16.249046142332244924
24,24,0.12,0.12,64.43668246118682527,1.4221466921368949021,-4.1359074659719133977,-0.0699138700629395142,2.8324763944423054021,1.0000000000000018,2.8324763944423104337,4.1359074659719133977,0.12,0.12,2.9433888119541985967,16.2893842948078294,1.0000000000000018,16.289384294807858336,16.289384294807858336,-394.2816158786384612,-399.0544054770171552,-8.12452307116638639,8.124523071165858534,16.249046142332244924
25,25,0.125,0.125,65.823889172743960896,1.3530597128455899569,-4.134163104175960179,-0.06832402426264655264,2.8983858713610265887,1.0,2.8983858713610265887,4.134163104175960179,0.125,0.125,3.0238404058739996793,15.897294852791697517,1.0,15.897294852791697517,15.897294852791697517,-394.22819275792703844,-398.88610014979500581,-8.12452307116638639,8.124523071165858534,16.249046142332244924
26,26,0.13,0.13,67.142801886878005185,1.2854986436116017968,-4.1324572697441405264,-0.066854845378788533075,2.9620797935494561505,1.0,2.9620797935494561505,4.1324572697441405264,0.13,0.13,3.1023617604821157076,15.516737055403581003,1.0,15.516737055403581003,15.516737055403581003,-394.1751081908637903,-398.7215121480970395,-8.12452307116638639,8.124523071165858534,16.249046142332244924
27,27,0.135,0.135,68.39488645996716449,1.2193500220880128908,-4.130787097890857031,-0.065492944483447067955,3.0236751173621982955,1.0,3.0236751173621982955,4.130787097890857031,0.135,0.135,3.1790077764280356219,15.146657267431543642,1.0,15.146657267431543642,15.146657267431543642,-394.12239448277599185,-398.56036506213343415,-8.12452307116638639,8.124523071165858534,16.249046142332244924
28,28,0.14,0.14,69.58150193105403097,1.1545127546447076609,-4.129150036125495734,-0.06422679530733451693,3.0832830075015179715,1.0000000000000018,3.0832830075015234485,4.129150036125495734,0.14,0.14,3.253828333156431273,14.786092240780272095,1.0000000000000018,14.78609224078029836,14.78609224078029836,-394.07008758745094584,-398.40241261399956557,-8.12452307116638639,8.124523071165858534,16.249046142332244924
29,29,0.145,0.145,70.70391196925657981,1.0908964314733438569,-4.1275438017108857618,-0.06304641419205071588,3.1410095107732792776,0.9999999999999982,3.1410095107732736981,4.1275438017108857618,0.145,0.145,3.3268686988358376643,14.434153522079617327,0.9999999999999982,14.434153522079591687,14.434153522079591687,-394.01822757107202863,-398.2474345530413565,-8.12452307116638639,8.124523071165858534,16.249046142332244924
30,30,0.15,0.15,71.76329479400071868,1.0284199262606062292,-4.125966346306760318,-0.061943102943973487803,3.1969561934360481714,1.0,3.1969561934360481714,4.125966346306760318,0.15,0.15,3.3981698683772275733,14.090014010510306913,1.0,14.090014010510306913,14.090014010510306913,-393.96685913938834792,-398.09523324446786785,-8.12452307116638639,8.124523071165858534,16.249046142332244924
31,31,0.155,0.155,72.76075182177779227,0.9670102255853968813,-4.124415826413466335,-0.060909240494461211468,3.2512207505754496288,1.0000000000000018,3.251220750575455404,4.124415826413466335,0.155,0.155,3.4677688389409408536,13.752896180342679411,1.0000000000000018,13.752896180342703841,13.752896180342703841,-393.9160322367624029,-397.94563081760280795,-8.12452307116638639,8.124523071165858534,16.249046142332244924
32,32,0.16,0.16,73.69731524517151244,0.90660144527168380624,-4.122890578536076014,-0.059938112757501065334,3.303897595150758211,1.0,3.303897595150758211,4.122890578536076014,0.16,0.16,3.5356988301806544846,13.422061579598961817,1.0,13.422061579598961817,13.422061579598961817,-393.86580272676309034,-397.79846676958558616,-8.12452307116638639,8.124523071165858534,16.249046142332244924
33,33,0.165,0.165,74.57395471232115988,0.84713400007039475065,-4.1213890982198693735,-0.059023772620942062048,3.3550784337211357767,0.9999999999999982,3.3550784337211298168,4.1213890982198693735,0.165,0.165,3.6019894547369305862,13.096801288612884617,0.9999999999999982,13.096801288612861353,13.096801288612861353,-393.81623316503930843,-397.65359594260288362,-8.12452307116638639,8.124523071165858534,16.249046142332244924
34,34,0.17,0.17,75.391583245312301945,0.78855390002979968214,-4.1199100222845463156,-0.05816092388558765161,3.4048528353321890045,1.0000000000000036,3.404852835332201101,4.1199100222845463156,0.17,0.17,3.6666668430667834426,12.776427076690804074,1.0000000000000036,12.776427076690849465,12.776427076690849465,-393.76739367628029875,-397.51088680975070436,-8.12452307116638639,8.124523071165858534,16.249046142332244924
35,35,0.175,0.175,76.15106251238075925,0.7308121522992194474,-4.118452113720501322,-0.057344824367603214332,3.4533087995515573617,1.0,3.4533087995515573617,4.118452113720501322,0.175,0.175,3.729753725503837935,12.460263036380105434,1.0,12.460263036380105434,12.460263036380105434,-393.7193629480870518,-397.3702200177464227,-8.12452307116638639,8.124523071165858534,16.249046142332244924
36,36,0.18,0.18,76.85320754991074084,0.6738642512945932535,-4.1170142488161271034,-0.056571204436192826584,3.5005333291205048994,1.0,3.5005333291205048994,4.1170142488161271034,0.18,0.18,3.7912694734305847127,12.1476375066432910055,1.0,12.1476375066432910055,12.1476375066432910055,-393.67222935545591664,-397.2314871449024009,-8.12452307116638639,8.124523071165858534,16.249046142332244924
37,37,0.185,0.185,77.498791014969945753,0.61766974342683379426,-4.115595406167737509,-0.055836198063550532972,3.5466130120821192633,1.0000000000000036,3.5466130120821318635,4.115595406167737509,0.185,0.185,3.8512301005702709487,11.837875121362261138,1.0000000000000036,11.837875121362303195,11.837875121362303195,-393.62609223018560833,-397.09458964074475085,-8.12452307116638639,8.124523071165858534,16.249046142332244924
38,38,0.19,0.19,78.08854703676440843,0.56219185516749218753,-4.1141946572886801113,-0.055136284085015880435,3.5916346174514911344,1.0000000000000036,3.5916346174515038944,4.1141946572886801113,0.19,0.19,3.909648224644207425,11.530288840461327904,1.0000000000000036,11.530288840461368868,11.530288840461368868,-393.58106328967527376,-396.95943791993044283,-8.12452307116638639,8.124523071165858534,16.249046142332244924
39,39,0.195,0.195,78.62317472530493013,0.5073971752568020334,-4.112811158585477686,-0.054468235852850137996,3.635685707397856629,1.0,3.635685707397856629,4.112811158585477686,0.195,0.195,3.966532988974884326,11.22417183967899687,1.0,11.22417183967899687,11.22417183967899687,-393.53726823903670556,-396.82595058806265165,-8.12452307116638639,8.124523071165858534,16.249046142332244924
40,40,0.2,0.2,79.103341387278012495,0.45325538346179191154,-4.111444144509302042,-0.053829077852952557023,3.678855267377030139,1.0,3.678855267377030139,4.111444144509302042,0.2,0.2,4.0218899430409974895,10.918789153807029579,1.0,10.918789153807029579,10.918789153807029579,-393.49484855884297463,-396.6940537809084343,-8.12452307116638639,8.124523071165858534,16.249046142332244924
41,41,0.205,0.205,79.52968549222851395,0.39973901955089691934,-4.110092921722865297,-0.053216048167373870142,3.7212343534894841337,0.9999999999999964,3.7212343534894709131,4.110092921722865297,0.205,0.205,4.075720880512953921,10.613368989350790539,0.9999999999999964,10.613368989350752833,10.613368989350752833,-393.4539634877095156,-396.56368060158929725,-8.12452307116638639,8.124523071165858534,16.249046142332244924
42,42,0.21,0.21,79.902819426379806333,0.34682328712704417126,-4.1087568641474450206,-0.052626565927649152088,3.762916753292110459,1.0,3.762916753292110459,4.1087568641474450206,0.21,0.21,4.1280236329345056895,10.307093648707231298,1.0,10.307093648707231298,10.307093648707231298,-393.41479220362055416,-396.43477064269177293,-8.12452307116638639,8.124523071165858534,16.249046142332244924
43,43,0.215,0.215,80.223332066482602294,0.29448588769559861517,-4.107435408773302654,-0.05205820313126681767,3.8039996520441518482,1.0,3.8039996520441518482,4.107435408773302654,0.215,0.215,4.178791817000026322,9.99909004225434106,1.0,9.99909004225434106,9.99909004225434106,-393.377536199653727,-396.30726958203424895,-8.12452307116638639,8.124523071165858534,16.249046142332244924
44,44,0.22,0.22,80.491791201771003564,0.24270688086451053592,-4.1061280521299080818,-0.051508660399240754554,3.844584290534213422,1.0,3.844584290534213422,4.1061280521299080818,0.22,0.22,4.2280145333570491855,9.688419811065124648,1.0,9.688419811065124648,9.688419811065124648,-393.34242183745333227,-396.1811288420954138,-8.12452307116638639,8.124523071165858534,16.249046142332244924
45,45,0.225,0.225,80.708745828211623366,0.19146856689711710606,-4.1048343473205414042,-0.0509757464485164416,3.8847765926759870636,1.0,3.8847765926759870636,4.1048343473205414042,0.225,0.225,4.275676015110677651,9.374069145954670501,1.0,9.374069145954670501,9.374069145954670501,-393.30970304413210573,-396.05630530389682417,-8.12452307116638639,8.124523071165858534,16.249046142332244924
46,46,0.23,0.23,80.874728335565237776,0.14075538796747765272,-4.1035539015291108284,-0.050457361248271213536,3.9246877303590206598,1.0,3.9246877303590206598,4.1035539015291108284,0.23,0.23,4.3217552248165959704,9.054938473881381011,1.0,9.054938473881381011,9.054938473881381011,-393.27966409360015612,-395.93276106644740076,-8.12452307116638639,8.124523071165858534,16.249046142332244924
47,47,0.235,0.235,80.99025660414657867,0.090553844400574678986,-4.102286373905320106,-0.04995148303197172006,3.9644345788619120294,0.9999999999999964,3.964434578861897945,4.102286373905320106,0.235,0.235,4.366225399849490759,8.729832296930618074,0.9999999999999964,8.72983229693058706,8.72983229693058706,-393.25262237969243537,-395.81046324269310646,-8.12452307116638639,8.124523071165858534,16.249046142332244924
48,48,0.24,0.24,81.055836024366387134,0.0408524219035342126,-4.101031473727345779,-0.04945615955412744312,4.004139997580056548,1.0,4.004139997580056548,4.101031473727345779,0.24,0.24,4.4090535477859025175,8.397449619645756341,1.0,8.397449619645756341,8.397449619645756341,-393.22893104368604347,-395.68938378224225008,-8.12452307116638639,8.124523071165858534,16.249046142332244924
49,49,0.245,0.245,81.0719614479536471,-0.008358474707680207255,-4.099788958728517196,-0.048969504215838770972,4.043932846951957182,1.0,4.043932846951957182,4.099788958728517196,0.245,0.245,4.450199896045948394,8.0563755951648758635,1.0,8.0563755951648758635,8.0563755951648758635,-393.20898126053134317,-395.56949930991465178,-8.12452307116638639,8.124523071165858534,16.249046142332244924
50,50,0.25,0.25,81.03911907495102672,-0.057086586528143329344,-4.098558633455644106,-0.048489697936970974773,4.083947622333923142,1.0,4.083947622333923142,4.098558633455644106,0.25,0.25,4.489617303737551345,7.7050752669048310495,1.0,7.7050752669048310495,7.7050752669048310495,-393.1932039141412207,-395.4507909673443362,-8.12452307116638639,8.124523071165858534,16.249046142332244924
51,51,0.255,0.255,80.95778827489736044,-0.1053378705816221568,-4.097340347501156467,-0.048014997920162451675,4.124323548376668291,1.0,4.124323548376668291,4.097340347501156467,0.255,0.255,4.5272506487149967703,7.3418905858678149834,1.0,7.3418905858678149834,7.3418905858678149834,-393.18207030074768438,-395.33324424240695416,-8.12452307116638639,8.124523071165858534,16.249046142332244924
52,52,0.26,0.26,80.828443333787782406,-0.1531165823684682327,-4.0961339934188710464,-0.047543754719917842924,4.1652029328348543925,1.0,4.1652029328348543925,4.0961339934188710464,0.26,0.26,4.563036209596229557,6.9650422452126680983,1.0,6.9650422452126680983,6.9650422452126680983,-393.17609139027451967,-395.21684876812183143,-8.12452307116638639,8.124523071165858534,16.249046142332244924
53,53,0.265,0.265,80.65155511016042397,-0.20042538002145784265,-4.094939504094183746,-0.047074439273798947964,4.206728527249892569,1.0,4.206728527249892569,4.094939504094183746,0.265,0.265,4.5969010711671235104,6.5726382867317225123,1.0,6.5726382867317225123,6.5726382867317225123,-393.1758150509017066,-395.1015980689141013,-8.12452307116638639,8.124523071165858534,16.249046142332244924
54,54,0.27,0.27,80.42759257374486672,-0.24726546091606612862,-4.09375684929482713,-0.046605681732099314696,4.249039585681921091,1.0,4.249039585681921091,4.09375684929482713,0.27,0.27,4.6287625924635468384,6.1626918785796289957,1.0,6.1626918785796289957,6.1626918785796289957,-393.1818205073895682,-394.9874892278133995,-8.12452307116638639,8.124523071165858534,16.249046142332244924
55,55,0.275,0.275,80.157024188328291715,-0.29363674348565647204,-4.0925860310802590907,-0.046136323977114855957,4.2922662563149132156,1.0,4.2922662563149132156,4.0925860310802590907,0.275,0.275,4.658527989952919853,5.733151100797151678,1.0,5.733151100797151678,5.733151100797151678,-393.19470917099363927,-394.8745224435272047,-8.12452307116638639,8.124523071165858534,16.249046142332244924
56,56,0.28,0.28,79.840319086773553776,-0.33953810887029584054,-4.0914270777003255786,-0.045665487569042602367,4.336521892993652896,1.0000000000000036,4.3365218929936683026,4.0914270777003255786,0.28,0.28,4.686094103471518404,5.281943938550583223,1.0000000000000036,5.2819439385506019883,5.2819439385506019883,-393.215090867755965,-394.7627004417512859,-8.12452307116638639,8.124523071165858534,16.249046142332244924
57,57,0.285,0.285,79.477947970587700034,-0.38496771862374167678,-4.090280035573547455,-0.045192658384988131787,4.3818928488429693393,0.9999999999999964,4.381892848842953772,4.090280035573547455,0.285,0.285,4.711347429338424968,4.8070418715085076744,0.9999999999999964,4.8070418715084905965,4.8070418715084905965,-393.24356443284005216,-394.65202770119204492,-8.12452307116638639,8.124523071165858534,16.249046142332244924
58,58,0.29,0.29,79.07038364952607042,-0.4299234256402721041,-4.0891449589117202204,-0.044717788302795130617,4.4284253339292436197,1.0,4.4284253339292436197,4.0891449589117202204,0.29,0.29,4.7341645221866037337,4.3065453201450962506,1.0,4.3065453201450962506,4.3065453201450962506,-393.2806916736900623,-394.54250945249257548,-8.12452307116638639,8.124523071165858534,16.249046142332244924
59,59,0.295,0.295,78.618101119307155826,-0.474403295229331938,-4.0880218965634160092,-0.044241412789437649725,4.4761090144178438603,1.0,4.4761090144178438603,4.0880218965634160092,0.295,0.295,4.754412882539875967,3.7787935851084627492,1.0,3.7787935851084627492,3.7787935851084627492,-393.32696388838680415,-394.43415040882358374,-8.12452307116638639,8.124523071165858534,16.249046142332244924
60,60,0.3,0.3,78.12157705906740655,-0.51840625121914740356,-4.0869108757006569204,-0.043764781073262103844,4.524857242308197302,1.0,4.524857242308197302,4.0869108757006569204,0.3,0.3,4.7719524580376883934,3.2225005858084463661,1.0,3.2225005858084463661,3.2225005858084463661,-393.3827605202447714,-394.32695319188664618,-8.12452307116638639,8.124523071165858534,16.249046142332244924
61,61,0.305,0.305,77.58128861686886102,-0.5619328573758561457,-4.0858118820890369565,-0.04328999266491441282,4.5744841799865033037,1.0,4.5744841799865033037,4.0858118820890369565,0.305,0.305,4.7866378883979604584,2.6369154637019372733,1.0,2.6369154637019372733,2.6369154637019372733,-393.44830019740570506,-394.2209164282703727,-8.12452307116638639,8.124523071165858534,16.249046142332244924
62,62,0.31,0.31,76.997711344315694255,-0.6049862365489762292,-4.084724836880422219,-0.042820130425184736028,4.624679668908981509,1.0000000000000036,4.624679668908997939,4.084724836880422219,0.31,0.31,4.7983216126747077887,2.0220038172389297737,1.0000000000000036,2.0220038172389369574,2.0220038172389369574,-393.52358539183537045,-394.11603251028637687,-8.12452307116638639,8.124523071165858534,16.249046142332244924
63,63,0.315,0.315,76.37131614377090856,-0.64757311822622561776,-4.083649570163471932,-0.042359376439403434444,4.674983515885100332,1.0000000000000036,4.6749835158851169407,4.083649570163471932,0.315,0.315,4.8068579265703497735,1.378640972438763046,1.0000000000000036,1.3786409724387679439,1.3786409724387679439,-393.60834323905795526,-394.01228504398251284,-8.12452307116638639,8.124523071165858534,16.249046142332244924
64,64,0.32,0.32,75.70256510786324302,-0.6897049894277830981,-4.0825857919049648604,-0.041913093189923575355,4.724761918669163221,0.9999999999999964,4.7247619186691464355,4.0825857919049648604,0.32,0.32,4.812108022399095431,0.70880350242312728515,0.9999999999999964,0.708803502423124767,0.708803502423124767,-393.70196661919712722,-393.9096460454071035,-8.12452307116638639,8.124523071165858534,16.249046142332244924
65,65,0.325,0.325,74.991906164915342364,-0.73139930460607276846,-4.0815330614013083715,-0.041487849752682333382,4.773189928566482623,0.9999999999999964,4.773189928566465665,4.0815330614013083715,0.325,0.325,4.8139459615945810523,0.01573977287575170636,0.9999999999999964,0.01573977287575165044,0.01573977287575165044,-393.80346123967505143,-393.8080729931276467,-8.12452307116638639,8.124523071165858534,16.249046142332244924
66,66,0.33,0.33,74.23976649865109748,-0.77268068893314776485,-4.0804907568970025292,-0.041091372050892369452,4.8192449342436158364,1.0,4.8192449342436158364,4.0804907568970025292,0.33,0.33,4.812265420127852948,-0.6959044053987718248,1.0,-0.6959044053987718248,-0.6959044053987718248,-393.911405887640073,-393.70750589685823284,-8.12452307116638639,8.124523071165858534,16.249046142332244924
67,67,0.335,0.335,73.446544787049046835,-0.81358204870785750737,-4.079458047548216153,-0.040732398717870937563,4.861716786409127275,1.0,4.861716786409127275,4.079458047548216153,0.335,0.335,4.806986917540593328,-1.4200315405409472402,1.0,-1.4200315405409472402,-1.4200315405409472402,-394.02393383373436717,-393.60786459235586962,-8.12452307116638639,8.124523071165858534,16.249046142332244924
68,68,0.34,0.34,72.61260240123538247,-0.85414548636888964,-4.078433870319825742,-0.040420430757733934873,4.899239886489639856,1.000000000000007,4.899239886489674667,4.078433870319825742,0.34,0.34,4.7980651047224434635,-2.1491351607071032814,1.000000000000007,-2.149135160707118552,-2.149135160707118552,-394.13874311441079076,-393.5090465123236095,-8.12452307116638639,8.124523071165858534,16.249046142332244924
69,69,0.345,0.345,71.738253814311267555,-0.8944229102233253771,-4.077416914590514604,-0.040165374215742028624,4.9303508423374536006,0.9999999999999929,4.9303508423374185683,4.077416914590514604,0.345,0.345,4.785495565933521924,-2.8744590568899995309,0.9999999999999929,-2.8744590568899791067,-2.8744590568899791067,-394.25314170469719616,-393.4109252010284263,-8.12452307116638639,8.124523071165858534,16.249046142332244924
70,70,0.35,0.35,70.823756580788731714,-0.9344762348003736972,-4.0764056170940859178,-0.039977089713542007104,4.953571858691390567,1.0,4.953571858691390567,4.0764056170940859178,0.35,0.35,4.7693205141535440707,-3.58628127335505964,1.0,-3.58628127335505964,-3.58628127335505964,-394.36413023930515825,-393.3133498262121258,-8.12452307116638639,8.124523071165858534,16.249046142332244924
71,71,0.355,0.355,69.86930134471052016,-0.9743770896504093913,-4.0753981692719311466,-0.0398648789446229522,4.9675150618786292982,1.0,4.9675150618786292982,4.0753981692719311466,0.355,0.355,4.749632753199971297,-4.2743148498986413553,1.0,-4.2743148498986413553,-4.2743148498986413553,-394.46852013951700444,-393.21614588849670252,-8.12452307116638639,8.124523071165858534,16.249046142332244924
72,72,0.36,0.36,68.87500240148791293,-1.0142059926896196016,-4.074392538145067458,-0.039836952919546142482,4.9709973299744752446,1.0,4.9709973299744752446,4.074392538145067458,0.36,0.36,4.7265773656545576205,-4.928198539847514076,1.0,-4.928198539847514076,-4.928198539847514076,-394.56307940740512408,-393.11911723522980244,-8.12452307116638639,8.124523071165858534,16.249046142332244924
