200.000000	1.442230	-1.543754	0.999999	340282346638528859811704183484516925440.000000	0.000001	0.000000	340282346638528859811704183484516925440.000000	-0.333333	340282346638528859811704183484516925440.000000	-1.515099	-0.333333	-1.515099	-1.541650	0.998535	-1.541754	0.333334	1.000000	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999999	0.999998	0.999998	0.999999	0.999998	0.999998	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	
220.000000	1.442230	-1.543755	1.000000	374310581302381745792874601832968617984.000000	-0.000000	0.000000	340282346638528859811704183484516925440.000000	-0.333333	340282346638528859811704183484516925440.000000	-1.515099	-0.333333	-1.515099	-1.541650	0.998535	-1.541764	0.333333	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
240.000000	1.442230	-1.543755	1.000000	408338815966234631774045020181420310528.000000	0.000000	0.000000	340282346638528859811704183484516925440.000000	-0.333333	340282346638528859811704183484516925440.000000	-1.515099	-0.333333	-1.515099	-1.541650	0.998535	-1.541775	0.333333	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
260.000000	1.442230	-1.543755	1.000000	442367050630087517755215438529872003072.000000	0.000000	0.000000	340282346638528859811704183484516925440.000000	-0.333333	340282346638528859811704183484516925440.000000	-1.515099	-0.333333	-1.515099	-1.541650	0.998535	-1.541785	0.333333	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
280.000000	1.442230	-1.543755	1.000000	476395285293940403736385856878323695616.000000	-0.000000	0.000000	340282346638528859811704183484516925440.000000	-0.333333	340282346638528859811704183484516925440.000000	-1.515099	-0.333333	-1.515099	-1.541650	0.998535	-1.541795	0.333333	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
300.000000	1.442230	-1.543755	1.000000	510423519957793289717556275226775388160.000000	0.000000	0.000000	340282346638528859811704183484516925440.000000	-0.333333	340282346638528859811704183484516925440.000000	-1.515099	-0.333333	-1.515099	-1.541650	0.998535	-1.541806	0.333333	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
320.000000	1.442230	-1.543755	1.000000	544451754621646251256590419489550499840.000000	-0.000000	0.000000	340282346638528859811704183484516925440.000000	-0.333333	340282346638528859811704183484516925440.000000	-0.818795	-0.166667	-1.538427	-1.541650	0.998535	-1.541816	0.333333	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
340.000000	1.442230	-1.543755	1.000000	578479989285499137237760837838002192384.000000	0.000000	0.000000	340282346638528859811704183484516925440.000000	-0.333333	340282346638528859811704183484516925440.000000	-1.884946	0.083333	-1.566577	-1.541650	0.998535	-1.541826	0.333333	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
360.000000	1.442230	-1.543755	1.000000	612508223949352098776794982100777304064.000000	0.000000	0.000000	340282346638528859811704183484516925440.000000	-0.333333	340282346638528859811704183484516925440.000000	-1.571772	0.999349	-1.543756	-1.541650	0.998535	-1.541837	0.333333	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
380.000000	1.442230	-1.543755	1.000000	646536458613204909200101674534905577472.000000	-0.000000	0.000000	340282346638528859811704183484516925440.000000	-0.333333	340282346638528859811704183484516925440.000000	-1.543756	0.999349	-1.543756	-1.541650	0.998535	-1.541847	0.333333	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
